AUC1,EER1,AUC2,EER2,AUC_cross,EER_cross
0.0720487079382785,0.8693344487823016,0.14765855008765236,0.8141602570017027,0.0860722943105661,0.8738325253101383
0.7560487623301693,0.3379396984924623,0.7975431922650182,0.22687430654620383,0.7346116192554055,0.2794089675813264
0.9848248798483222,0.04118593747703526,0.9076844508531603,0.1127771268925739,0.7571481649004912,0.2853450504006203
0.5741733804356114,0.49063461000838693,0.6515578231292516,0.3831904761904762,0.5882833723653396,0.42932903981264636
0.0725505578800558,0.8810146443514644,0.13542349532088738,0.8571611799914494,0.09911319263606566,0.8671894230893804
0.14899589051717455,0.8214119562688997,0.3282894792024895,0.6458593704129305,0.1987350872189743,0.7515863396549265
0.8731312002235574,0.17998030566145698,0.9230187062687419,0.09976438669141796,0.9300053671579176,0.10363046379138005
0.988046973297917,0.03419099424272077,0.9767005259166242,0.04604567890489984,0.9826204977400672,0.044835872112130234
0.6794779464718764,0.3605579153132762,0.6638283950203013,0.361153988121204,0.6177485826047475,0.4050228762354914
0.24127742348509099,0.7176683984602631,0.16180506058446187,0.7014121525302922,0.20477238216244695,0.7166429080541696
0.08764443277310924,0.8718405330882353,0.39109131029390787,0.5776007450476981,0.08431607473969477,0.8625345885037798
0.24955415988214313,0.6904861595719936,0.46898874623553655,0.5463940402599461,0.3433414449945456,0.6233545914799585
0.8047081553792963,0.2302471018913972,0.9628440629470671,0.046895565092990005,0.9073041971427995,0.1953011344173769
0.7229044425817267,0.310868957809444,0.6020728771371445,0.4040580242379728,0.5604403584448027,0.4547490063371724
0.6806430170724881,0.37634690736076126,0.6254826254826255,0.38398219648219645,0.6352507970155029,0.3850131644249291
0.8691706227310808,0.2517967636208645,0.9026462585034014,0.1380714285714286,0.8855292740046838,0.1969320843091335
0.5787430167597765,0.40970670391061453,0.29500871184811345,0.6818598293679404,0.48918217454984064,0.47694683165331264
0.9575507162484946,0.09260996560144247,0.9439465378170907,0.08588889321851176,0.922465882222806,0.13045412017384972
