AUC1,EER1,AUC2,EER2,AUC_cross,EER_cross
0.9183026584867076,0.17807213236661087,0.9716828411102071,0.03262009209786867,0.8364792765815866,0.22694608821712056
0.8820568893851976,0.21580122836404242,0.9949754319226501,0.013694721825962911,0.9364297502167771,0.12187631115213561
0.9999853025470685,0.00013962580284836637,0.9958844027877913,0.039800378514780126,0.9181393771000258,0.11339601102782802
0.9935573233029201,0.04704933031743206,0.9921020408163266,0.03002380952380955,0.8440468384074942,0.21677166276346604
0.9998953974895398,0.0005578800557880056,1.0,0.0,1.0,0.0
0.9984027293168953,0.009909281228192603,0.9998070809672792,0.0008555539711963497,0.8466894814392318,0.18999982175958935
0.9999667325362449,0.0002794466955428252,0.9991360845351992,0.0027131229473082966,0.9999950760019105,7.139797229758674e-05
1.0,0.0,0.9996456590120725,0.002287675150128682,0.9818821249770593,0.08771377598709341
0.9995149840532636,0.0008377548170901983,0.9998154424348176,0.0011409013120365088,0.9948659440958357,0.039375647577913106
0.9184333423616411,0.25857073679199605,0.99746079828938,0.0507795794725588,0.9938640800768539,0.024483250178189586
0.7843520220588236,0.2936827074579832,0.9946302868601441,0.06656766258065058,0.7777777777777778,0.2759292540293824
0.1354733658990463,0.8382996045591998,0.992803930892376,0.028990331272784924,0.8394981958546613,0.2177575452434897
0.8684411226357536,0.23688860077282897,0.9997768240343348,0.001072961373390558,0.9690080396542344,0.08831932942432852
0.9987217099748533,0.007683710533668622,1.0,0.0,0.7280244385381416,0.3231134929971582
0.9925074633827782,0.048471172684019015,0.9957814957814958,0.035204847704847685,0.9972493501905266,0.017422885069943897
0.9504769323476241,0.09361175208336395,0.9851836734693877,0.05609523809523812,0.9677939110070257,0.08448360655737704
0.9915223463687151,0.04273743016759779,0.8848233597692862,0.20828827204998798,0.7463814939260791,0.32133626260015513
0.9992281948408818,0.00433142378091379,1.0,0.0,0.9886158852186258,0.0357032571473344
0.9988346901260504,0.004534040178571429,0.9987319702012998,0.010271041369472182,0.9879695672848312,0.06115213560459848
0.6748469414004219,0.366517466687246,0.9704163102366695,0.16244297120045623,0.9857761680286843,0.027977479691073753
0.9999412019785534,0.00020946795140343527,1.0,0.0,0.31346664237494276,0.6703494069044301
0.9987428411789356,0.004400055873725381,0.6974129840453748,0.39952870608397606,0.7767732221786512,0.23782430201540483
0.9691058533825829,0.09311171009284216,0.9934285714285714,0.024809523809523837,0.9957822014051523,0.032607728337236554
0.9770952447357413,0.03159862641193697,0.971197652006308,0.05127475030664094,0.9826848488579696,0.054646617004247985
0.9990477910393853,0.008093776165224673,0.9698616198616199,0.060073260073260054,0.988492808005003,0.026297686053783624
